"","nHMM.1","nHMM.2","nHMM.3","nHMM.4"
"in.ctx","0.298560248687863","0.336098776897416","-0.108889926224947","-0.121604826068506"
"in.V1","-1.86682878452782","-1.57803458274603","-1.62631588938148","-0.914177912213333"
"in.V2","-1.82370468088796","-1.42432491394066","-1.54307273925817","-0.658537160657165"
"in.V3","-1.79558817230337","-1.51887388506725","-1.62875752122353","-0.741514081822502"
"in.V4","-1.67657490675019","-1.4912752152751","-1.43949783447494","-0.573643623218314"
"in.V5","-0.64129649864271","-0.157531736724944","-0.844161477272797","-0.817554974921785"
"in.V6","-1.87772859392005","-1.21587290678982","-1.76493261402233","-1.48527186950776"
"in.V7","-1.56867773226841","-0.760990866381743","-1.42394233850308","-1.2304680187502"
"in.V8","-0.837329142003304","0.430837317232283","-0.634034988352932","-0.63232231360937"
"","","","",""
"out.1","13.1031646081132","22.591731114589","12.6053066439069","2.66305207227163"
"out.2","2.93887223149671","1.01408703860319","6.03413266834943","25.815434302512"
