"","nHMM.1","nHMM.2","nHMM.3","nHMM.4"
"in.ctx","0.129711539950222","0.240199261112139","-0.139226216124371","-0.36717630084604"
"in.V1","0.936541505127604","0.86804290856838","0.750287718017562","0.675594642704833"
"in.V2","0.0405236244520995","1.42333541763226","1.09169346847622","-0.178660207871584"
"in.V3","-0.0722093263827416","1.08594036585843","1.0679886882036","0.918438805477121"
"in.V4","0.410570720633103","1.58738372899833","1.06966862325806","0.608839205844566"
"in.V5","-1.54087729036031","-1.71283937150287","-0.948494797537736","-0.550327923536344"
"in.V6","-1.27186643400706","-1.70397540712582","-1.10171503671828","-0.480554672427395"
"in.V7","-1.50678715840065","-1.72518096800582","-0.836935528684286","-0.905954157465425"
"in.V8","-1.51663319260958","-1.85544467350956","-0.925132552738599","-0.628354717289233"
"","","","",""
"out.1","4.31018343620298","9.93080781094326","7.96834302150738","2.76216851000926"
"out.2","4.74894671744595","-9.33262180152819","-0.561993508531356","12.4119724185352"
