"","nHMM.1","nHMM.2","nHMM.3","nHMM.4"
"in.ctx","-0.000896633602678776","0.0634973403066397","-0.498236275045201","0.07026461744681"
"in.V1","1.36649451914964","0.616503396514989","-0.10646843939825","0.639660741711008"
"in.V2","0.467302106052131","1.23485281850633","-0.411323551741377","0.694809395686381"
"in.V3","1.35204813257233","0.65513415221327","-0.72361695176077","0.785298463771996"
"in.V4","0.299814673817229","1.29213044627518","-0.643554739538654","0.738693444733973"
"in.V5","-0.525093703940152","-0.475843873791381","-0.60410700363512","1.19262602028904"
"in.V6","0.19693122194247","-0.470169749616918","0.051219998818041","1.21533390797401"
"in.V7","-0.106046834331627","-0.110512060885288","-0.0768110292568403","1.27723830632177"
"in.V8","0.0309765714782019","-0.681876114746009","-0.373144136010017","1.21578482806139"
"","","","",""
"out.1","-10.2048034701891","-14.4451882450998","10.3307285180753","20.9561044856691"
"out.2","14.5265028129477","19.4543113612158","-4.00498273645649","-10.5401714240869"
