"","nHMM.1","nHMM.2","nHMM.3","nHMM.4"
"in.ctx","0.132707540644333","0.169476032722741","-0.0820715583395213","0.0960992972832173"
"in.V1","-0.561500846936243","-0.584925625343592","-0.0647749543945423","1.2322034151379"
"in.V2","-0.807040824941531","-0.378637207624621","0.00425780073126544","1.29227727504899"
"in.V3","-0.972711780432032","-0.737710404881784","-0.131003858202271","1.18429629599152"
"in.V4","-0.60291384482809","-0.930772386543584","-0.166408130826179","1.14886810341792"
"in.V5","-0.650210858423078","-0.0306001997453065","1.43620190721476","0.197845360132885"
"in.V6","-0.19943321557244","-0.27818093947024","1.46321253011458","0.197080694236995"
"in.V7","-0.741729569056496","-0.16792761314813","1.16712805428133","-0.183696236933733"
"in.V8","-0.684314547212506","-0.222804149355462","1.42624306957019","0.157961179476438"
"","","","",""
"out.1","1.80251479598819","6.80245536114531","20.441459346446","-12.4230633822758"
"out.2","1.88067497406971","-1.95687572709484","-12.2170161177503","23.7764418286752"
