"","nHMM.1","nHMM.2","nHMM.3","nHMM.4"
"in.ctx","0.231420903466642","-0.322068567853421","0.143290979089215","-0.310004681814462"
"in.V1","-0.171508405413989","-0.368628807188287","2.1455274944168","0.334943644490472"
"in.V2","-0.414371804527759","0.417749647969025","2.37803245761374","0.929628532170257"
"in.V3","0.35390558003228","-0.247488362659232","1.90518094283822","1.20878973772032"
"in.V4","0.412813458037688","-0.287188152824838","2.052914581063","1.13514170733881"
"in.V5","-0.903434943592041","1.50692302318817","-0.934937376896632","0.162306407966225"
"in.V6","-0.938794731070831","1.18849829543926","-1.11495474778412","0.793329964343612"
"in.V7","-0.858187539071643","1.08381164055945","-0.968955120154471","0.780732528121697"
"in.V8","-0.901665197882695","0.819989029662181","-1.17636298743737","0.354221452542191"
"","","","",""
"out.1","2.60376553071169","-7.71245706527331","13.6699994154817","1.02440880200762"
"out.2","1.42781425779066","17.9277873213404","-11.3820520842234","7.35371537314523"
