"","nHMM.1","nHMM.2","nHMM.3","nHMM.4"
"in.ctx","-0.228825900005177","-0.196823255391791","-0.0796652326826006","0.26822129660286"
"in.V1","-0.267122485806528","0.583863414326855","1.43791689923265","-0.389422705302618"
"in.V2","-0.343252814209141","0.315406584425139","1.06158944431275","-0.701831683523141"
"in.V3","-0.337044354474916","1.31243716833307","0.3241781430935","-0.551218355257801"
"in.V4","0.00400065549364211","0.782521576448015","1.04288958842852","-0.765920381453083"
"in.V5","-0.228868172794884","0.0263242164786485","-0.757388901011039","1.49591217584866"
"in.V6","-0.936600479637234","-0.305403100227617","-0.774948527050028","0.929314418845905"
"in.V7","-0.163788510596724","-0.26737580130643","-0.498473453497486","1.41141258788134"
"in.V8","-0.377230528574082","-0.39755233322212","-0.754266056710806","1.0015963409328"
"","","","",""
"out.1","2.05100199185935","12.3797200598217","15.4968481284761","-11.2371290420363"
"out.2","4.63773591011606","-3.91311593769315","-8.47490881856436","22.8101336796613"
