"","nHMM.1","nHMM.2","nHMM.3","nHMM.4"
"in.ctx","-0.270644327159971","0.148276603082195","-0.0369646782055497","-0.032032843446359"
"in.V1","0.917651997406378","-0.865849649212074","0.622969876851913","-1.00482000450536"
"in.V2","0.669017120899201","-0.911994715374727","0.193056306676189","-1.11432319745507"
"in.V3","0.744959576068029","-0.721133098180608","0.578502228317864","-0.813439547875536"
"in.V4","0.473224321157769","-0.821058078414331","0.360589709517852","-0.974381958398183"
"in.V5","-0.602066681738772","1.33812844977655","0.502171842438739","0.961587454228907"
"in.V6","0.108323923190086","0.906662555328048","-0.0344463388029337","1.62055791444003"
"in.V7","-0.628815226016244","0.432725534046314","0.218282933746074","1.2993610946845"
"in.V8","-0.0725646054579904","0.34863050272009","0.217639889388753","1.45981808601038"
"","","","",""
"out.1","20.4401457149451","-6.04492512105054","13.5894392721102","-11.4621772949985"
"out.2","-8.20734928145098","10.3833793069916","-2.65836197372088","16.0827013712244"
