"","nHMM.1","nHMM.2","nHMM.3","nHMM.4"
"in.ctx","0.126141677377746","-0.286080888006836","0.460781567497179","-0.292435472598299"
"in.V1","-0.484540199522754","-0.42210439718707","1.70965526324636","0.188550875796717"
"in.V2","-0.369630538584884","-0.686564218040953","1.24233265954413","-0.331190672602432"
"in.V3","-0.581799339196279","-0.479857861967896","1.37456149054065","-0.235851652179247"
"in.V4","-0.427443862466431","-0.483266749306291","1.62198478501481","-0.395890164520103"
"in.V5","-0.13193527291002","-0.438726818870221","-1.00460934850723","0.215028995228118"
"in.V6","-0.179161720600033","-1.03906798516744","-1.29231374450953","-0.279474718006484"
"in.V7","0.175909893012688","-0.472289768427647","-1.0521215201822","-0.220932581584756"
"in.V8","-0.64475747950231","-0.591952698454619","-1.31107891106413","-0.272637755619705"
"","","","",""
"out.1","-2.43216260679968","-1.67087672849995","18.4572573401558","-2.22196710540188"
"out.2","19.0857521622966","14.6590191658276","-12.5268383006838","19.0405737939367"
