"","nHMM.1","nHMM.2","nHMM.3","nHMM.4"
"in.ctx","-0.109354269690812","0.384834255790338","0.448199253063649","-0.461347116623074"
"in.V1","-0.362373501453308","0.726420807387293","-0.440090335441129","2.1658207822507"
"in.V2","-0.65318832104709","0.786438941440207","-0.187998918795676","1.54591844276882"
"in.V3","-0.0691355797763806","0.485552743721281","-0.38888703176286","1.03639721830913"
"in.V4","-0.259249403593593","0.318037971435556","-0.295570455176615","1.28740652724403"
"in.V5","-0.871960466617404","-1.17807885981282","-1.55932123141628","-1.86800129507901"
"in.V6","-0.946448975384236","-0.878587500066281","-1.45559923267085","-1.79635115076364"
"in.V7","-1.06685166395398","-1.10859559958009","-1.67312006410663","-1.89990979136676"
"in.V8","-0.851294880426553","-0.984059539129308","-1.53107733205909","-1.77581034573186"
"","","","",""
"out.1","2.50762028757599","6.95574692494592","2.91030307255673","13.9097865887994"
"out.2","13.4847383573496","7.55740282825826","6.96172669223785","-8.39503719868022"
