"","nHMM.1","nHMM.2","nHMM.3","nHMM.4"
"in.ctx","0.445065026171505","0.283821096643806","-0.241202645702288","0.0411805883049965"
"in.V1","-0.590041551550256","-0.069259537842681","0.591236518517815","0.0097932327899544"
"in.V2","-0.563478447137469","0.423892025499887","0.173571606050513","-0.0661369613134175"
"in.V3","-0.477073138567","0.486858032065801","0.184656636926736","-0.129420015051108"
"in.V4","-1.10816958358414","0.140867475219981","-0.141355909927696","0.180289404179582"
"in.V5","0.84561410039093","-0.084903903516455","0.179521710946347","0.532731659198482"
"in.V6","-0.433540931920766","0.131980396692253","-0.714068020228924","0.990564629215913"
"in.V7","-0.219029589417814","0.0997801897348575","-0.40469925666214","1.00911681702228"
"in.V8","1.06472197258567","0.343534697640544","-0.154409750878052","0.292169763721594"
"","","","",""
"out.1","16.823635626841","-5.77398808045028","-10.2300873190997","16.0584574358886"
"out.2","-13.4840856826811","17.9960778293082","22.4273149103674","-6.62255112020932"
