"","nHMM.1","nHMM.2","nHMM.3","nHMM.4"
"in.ctx","0.327025082660839","0.350453628692776","0.0906964770983905","-0.434153081150725"
"in.V1","0.864689479194615","-0.451749916214211","-0.361346819039381","0.0536165716797384"
"in.V2","0.776299127129299","-0.761041184017324","-0.797096166135798","0.416920555085014"
"in.V3","0.891981457044533","-0.635914897458167","-0.371685914971387","0.195564501179524"
"in.V4","0.807625832478305","-0.510702881067179","-0.739841948421137","0.486146271671544"
"in.V5","0.0822328977881352","0.392868666298849","0.682110196057698","0.703300222196047"
"in.V6","-0.00321397371923329","-0.268003237378078","0.0594287353712195","1.24138567980771"
"in.V7","0.244863798648008","0.241288986239069","0.958101369522397","0.585755524166745"
"in.V8","0.00694426942308737","-0.209175338195895","0.29464144675386","1.01000313062649"
"","","","",""
"out.1","-18.0783734206732","3.16996979898874","22.8118914890468","13.9066278085841"
"out.2","30.3832760260977","2.3349772147497","-17.6208239957802","-6.14840588720545"
