"","nHMM.1","nHMM.2","nHMM.3","nHMM.4"
"in.ctx","-0.460763297742233","-0.407912362599745","0.30513000395149","-0.357607443584129"
"in.V1","0.653019159197386","0.579495589763158","-0.533040192716388","-0.149166527183108"
"in.V2","0.11975627797604","0.757846292753721","-0.547115499063806","-0.26833651455685"
"in.V3","0.563757652655111","0.766892212690506","-0.259346284138176","-0.0607506008853332"
"in.V4","0.182009850921089","0.984438705920537","-0.378739847389341","-0.0353313226675669"
"in.V5","-0.713444272379188","-0.167466713735209","-0.514560460172585","0.778635469022968"
"in.V6","-0.409832247376846","-0.473485702370795","-0.781812487343491","0.717141162734278"
"in.V7","-0.275025011151283","-0.279966730161355","-0.543998182791827","0.832138343029486"
"in.V8","-0.312158785990974","-0.374668961848283","-0.571503444555843","0.779209888020281"
"","","","",""
"out.1","-8.19792332598675","-13.9117567941831","4.43686628296954","31.9785455911816"
"out.2","15.8259537508439","22.0345644443698","2.14845745735897","-17.4620958619822"
