"","nHMM.1","nHMM.2","nHMM.3","nHMM.4"
"in.ctx","0.362239541485906","0.280863530933857","-0.227338422555476","-0.372943121474236"
"in.V1","0.138085937079995","0.124641775139462","-0.168265715654322","1.21661695474642"
"in.V2","1.00244183607511","0.068425847915046","0.054352315836821","0.506863728394875"
"in.V3","0.19921709822883","-0.0612211369393201","0.331928715357142","0.994730567395381"
"in.V4","0.308521928567885","0.147642002209895","-0.481618919292699","1.15946925272624"
"in.V5","0.539724419341618","1.42344919210401","0.274050623223304","-0.430301113266041"
"in.V6","-0.0534619905606794","1.20768378864431","0.148184025724625","-0.208881553090742"
"in.V7","-0.0532701315088571","1.30590966909823","-0.0954711013755764","-0.0171173324614841"
"in.V8","-0.103299923406423","1.06893923509213","0.662973020092279","-0.454517444193222"
"","","","",""
"out.1","-7.00650581261127","22.6901083558464","4.15173897760755","-11.0572699561978"
"out.2","13.9094096464788","-15.1226419585645","2.15159376193052","19.3213337278753"
