"","nHMM.1","nHMM.2","nHMM.3","nHMM.4"
"in.ctx","0.231420903466642","-0.322068567853421","0.143290979089215","-0.310004681814462"
"in.V1","-0.963542989801614","0.379249811699977","-0.672910081796881","0.560231367066004"
"in.V2","-0.734587958180996","0.843214020267836","-0.0452551254566247","0.639875436785709"
"in.V3","-0.457118041602427","0.214202619836085","-0.561455066671425","0.989819597974758"
"in.V4","-0.47792863321245","0.208465620329761","-0.585905615348251","0.96491876025231"
"in.V5","-0.39132875600185","0.622813230732845","1.70536596130412","0.673503418432694"
"in.V6","-0.222992754493849","0.195557390992106","1.61760830280712","1.40585313321232"
"in.V7","-0.214771349050952","0.24310296132159","1.62559876830869","1.33555871958886"
"in.V8","-0.293878469343693","0.130480981936542","1.50061992169638","1.22164729179508"
"","","","",""
"out.1","1.96187892131049","-10.9231922563698","20.1112292233437","-1.60482018879081"
"out.2","2.50742247286174","23.2006051414519","-20.1459331759753","11.4773581250028"
