"","nHMM.1","nHMM.2","nHMM.3","nHMM.4"
"in.ctx","0.445065026171505","0.283821096643806","-0.241202645702288","0.0411805883049965"
"in.V1","1.06692622150494","-0.299335215956936","-0.103335512319375","0.863165127402535"
"in.V2","1.28600426513445","0.102663191055558","-0.404776082657511","0.850006921559522"
"in.V3","0.936522933213039","0.215991973785767","-0.31881312223646","0.546428467236473"
"in.V4","0.507369003992381","-0.379462395072693","-0.463080169610596","0.733511269488084"
"in.V5","-0.743509726058593","0.251391510637872","1.05087870076461","-0.160551232003798"
"in.V6","-1.14332884132251","0.266601506592471","-0.0886342929533393","-0.268409601263717"
"in.V7","-1.04332416134076","0.383888061587842","0.107558874757867","0.0749725943680098"
"in.V8","-0.656594609276951","0.825254516104846","0.425232019806065","-0.273981652152639"
"","","","",""
"out.1","14.6361462849272","-4.30025640190819","-5.14377600777599","11.3535591952034"
"out.2","-9.59477131629266","15.4965917722139","16.2153876021366","-2.42074026056712"
