"","nHMM.1","nHMM.2","nHMM.3","nHMM.4"
"in.ctx","0.00289050792343915","0.166366100776941","0.277911723824218","0.0561020637396723"
"in.V1","0.0032162944266946","0.922678560108538","-0.00515211498908741","-0.0781671084371713"
"in.V2","-0.194786085418835","0.75102966426792","-0.818087019005422","-0.251675835800067"
"in.V3","0.0244905233690477","1.00467986991716","0.0879709622006067","-0.218418741930769"
"in.V4","-0.100605900993066","0.907681487490526","-0.506217221070673","-0.350540535715303"
"in.V5","0.671175640956132","-0.377014091598795","-0.521730713385732","-0.652117761777487"
"in.V6","0.586662253340706","-0.485994189115841","-0.19585871330265","-0.753676708000786"
"in.V7","0.690082099790904","-0.677814847888544","-0.186375605637892","-0.272685913868412"
"in.V8","0.822778360659756","-0.458777586780677","-0.493313873019691","-0.125892808693618"
"","","","",""
"out.1","31.9204518292983","-14.9331801851802","4.00208122709683","-7.42650595107376"
"out.2","-16.7580066734791","23.2588394734607","4.47878604773793","14.3988593384717"
