"","nHMM.1","nHMM.2","nHMM.3","nHMM.4"
"in.ctx","0.327025082660839","0.350453628692776","0.0906964770983905","-0.434153081150725"
"in.V1","-0.0953905977515652","-0.155256673467747","1.80163372081613","0.351415762469142"
"in.V2","-0.363836635675931","-0.445656897917291","1.16750824204837","0.826290364016452"
"in.V3","0.0287592622934094","-0.430930174258515","1.23509689203138","0.502395066720132"
"in.V4","-0.156866602336933","-0.222978043481688","0.846520120116249","1.22421038033983"
"in.V5","1.2687410030296","-0.0462073823018723","-0.841736358501192","0.0481478342064092"
"in.V6","1.11086415111593","-0.545613476152085","-1.06336917419954","0.375737962638526"
"in.V7","1.3212059877846","-0.104782276892359","-0.5597628342558","0.148667662091604"
"in.V8","0.933807380826764","-0.457653152156004","-0.980383424681454","0.0257106687278147"
"","","","",""
"out.1","-10.6416559365758","0.350362346591342","17.6870962965908","8.8524701528671"
"out.2","20.8869060299245","5.48910951844674","-12.0825965160782","-1.14004148996124"
