"","nHMM.1","nHMM.2","nHMM.3","nHMM.4"
"in.ctx","0.346763432957232","-0.480237865587696","0.36036933446303","-0.0655161314643919"
"in.V1","0.32431205235328","-0.196512972370599","0.202265944303385","0.936723458317933"
"in.V2","-0.558392238189431","-0.907115748497852","0.0907634284003927","0.335411256264654"
"in.V3","-0.723602989214172","-0.708588621397491","0.333157613282475","0.530250460572008"
"in.V4","-0.573274628680206","-0.252310748096515","-0.250468743883341","0.723798421239303"
"in.V5","-0.071502481651569","0.619908616620154","0.248208478945095","-0.304806286967505"
"in.V6","-0.827887736731148","-0.496260558345509","0.866096889905807","-0.927554831366247"
"in.V7","-0.32505908498897","0.685703295221439","-0.147212115053182","-0.331884050031425"
"in.V8","0.429600273031931","1.04832455697323","0.32406225088714","0.0860693578247586"
"","","","",""
"out.1","5.64122189806155","23.9077335640616","12.9389475176678","-19.6987659831686"
"out.2","0.725024931609631","-16.3580147915401","1.57947325227445","31.0426447034324"
