"","nHMM.1","nHMM.2","nHMM.3","nHMM.4"
"in.ctx","0.304894614731893","-0.416692264843732","-0.333942980039865","-0.139277148758993"
"in.V1","0.0367395309038055","1.76969747753761","-0.0864710080655044","0.0696014217304461"
"in.V2","0.0727914723043397","1.90987377465801","0.558539586328452","0.614221155704652"
"in.V3","-0.0319992907986557","1.67301124567345","0.410852582228769","0.0238908631748746"
"in.V4","0.323618082883961","1.56267080409701","-0.324894222513955","0.816550873158162"
"in.V5","0.826046556853457","-1.07618323641085","0.670820869929404","0.687122640270194"
"in.V6","1.77260873507519","-0.869032031656638","0.720039360218786","-0.350073159636461"
"in.V7","1.37644479075146","-0.589517901603247","0.729523619231013","-0.163096788447928"
"in.V8","1.21841550180025","-1.00340047724553","0.171119588563975","0.335660598857342"
"","","","",""
"out.1","-7.02887133876718","16.7959101250115","-1.26459293916901","2.8423529069807"
"out.2","14.8129630052379","-12.0528066181438","7.17187883387525","4.14498207520897"
