"","nHMM.1","nHMM.2","nHMM.3","nHMM.4"
"in.ctx","0.362239541485906","0.280863530933857","-0.227338422555476","-0.372943121474236"
"in.V1","-0.407955319370595","1.89625399868209","0.0307573891274451","-0.0441421886831954"
"in.V2","0.0560618867972091","2.04259369136026","0.323957565143262","-0.429674426136283"
"in.V3","-0.485072495494556","2.13983423662338","0.730098858009171","-0.336290369044669"
"in.V4","-0.322332802080117","2.03365849252958","-0.326581181238492","-0.102553856239974"
"in.V5","1.80803925395054","-0.387228966903375","-0.0386674297343773","0.538354520725562"
"in.V6","1.00241755977328","-0.824385893301555","-0.248272430514554","1.77268249362465"
"in.V7","0.71994362385262","-0.574667032097665","-0.367987756471828","1.64613723550079"
"in.V8","0.863852065538693","-0.893212803718272","0.096690930645358","1.01296263592011"
"","","","",""
"out.1","-5.26860904049592","15.2836352793541","2.30037030475035","-5.11574962630978"
"out.2","11.4685010109905","-9.3695732971028","2.88804845441522","12.2111264662353"
